gender,int_corr,samerace,age_p,age_s,attrs,sincs,funs,intels,ambs,decision,attrp,sincp,intelp,funp,ambp,sharep,metp
1,0.43,0,23,21,7,5,7,10,10,1,6,5,6,5,5,5,2
1,0.22,0,29,27,8,8,8,8,9,0,5,8,7,5,5,4,2
1,0.1,1,23,27,8,8,8,8,9,0,6,6,5,5,4,5,2
1,0.05,0,23,25,7,7,7,7,7,1,9,8,8,9,8,10,1
1,0.32,0,29,28,7,7,6,7,8,0,5,8,7,6,6,8,2
1,0.65,0,23,28,7,7,6,7,8,0,5,9,8,7,8,8,2
1,-0.03,0,29,24,7,10,9,9,10,0,3,8,8,4,6,3,2
1,0.05,0,23,24,7,10,9,9,10,0,4,8,7,6,4,5,2
1,0.37,1,29,25,7,9,5,10,7,0,3,9,7,5,6,6,2
1,0.39,0,23,25,7,9,5,10,7,1,5,8,8,6,8,9,1
0,-0.22,1,23,24,9,10,8,10,10,1,7,8,10,8,10,7,2
0,0.74,0,26,24,9,10,8,10,10,1,9,9,9,9,9,7,2
0,0.27,1,23,27,9,8,10,10,8,0,8,7,10,8,9,9,1
0,0.41,0,26,27,9,8,10,10,8,1,7,8,9,9,8,9,2
0,0,0,23,25,9,9,9,9,9,1,5,8,7,9,8,5,1
0,-0.38,1,26,25,9,9,9,9,9,1,5,6,7,6,7,5,2
0,-0.04,0,23,24,7,8,9,9,7,0,7,7,7,7,7,4,2
0,0.32,0,26,24,7,8,9,9,7,0,8,8,8,8,8,1,2
0,0.07,0,23,23,7,9,7,9,7,0,4,5,5,5,5,5,2
0,-0.36,1,26,23,7,9,7,9,7,0,4,5,5,6,6,5,2
0,0.46,1,23,30,9,7,7,9,9,0,2,10,10,5,6,5,2
0,0.49,0,26,30,9,7,7,9,9,1,6,6,8,6,8,5,2
0,0.41,0,26,25,7,8,9,9,8,0,7,8,8,8,8,7,2
0,0.16,1,23,22,7,10,9,10,8,0,7,9,8,8,7,5,2
0,0.43,0,26,22,7,10,9,10,8,0,7,8,7,8,9,7,2
0,0.43,0,26,22,9,8,9,10,7,0,7,6,6,8,8,7,2
0,0.5,1,23,26,9,5,9,10,10,0,5,6,7,8,7,6,2
0,0.48,0,26,26,9,5,9,10,10,0,7,7,9,8,8,6,1
0,0.32,1,23,23,7,8,9,10,5,0,5,6,7,6,7,5,2
0,0.32,0,26,23,7,8,9,10,5,0,10,8,8,8,8,8,2
0,0,0,23,31,8,8,8,8,8,0,5,7,7,6,9,1,2
0,0.01,0,26,31,8,8,8,8,8,1,7,7,7,7,7,7,2
0,0.32,1,23,23,8,8,10,8,9,0,4,6,6,4,4,4,2
0,0.36,0,26,23,8,8,10,8,9,0,6,9,10,8,10,7,2
0,0.36,0,23,25,9,10,10,10,10,0,5,8,8,8,8,7,2
0,-0.11,0,26,25,9,10,10,10,10,1,10,10,10,10,10,10,1
0,-0.01,0,26,29,8,8,6,9,9,1,7,8,8,9,9,10,2
0,0,1,23,28,7,9,9,9,9,0,6,8,10,7,9,2,2
0,0.23,0,26,28,7,9,9,9,9,0,4,7,8,5,10,7,2
0,0.48,0,23,27,7,9,7,8,9,0,6,7,8,7,9,5,2
0,0.17,0,26,27,7,9,7,8,9,1,7,6,8,7,8,7,2
0,0.38,0,23,25,8,10,9,9,9,0,8,9,10,7,7,6,2
0,0.28,0,26,25,8,10,9,9,9,0,6,9,9,7,9,6,2
1,-0.22,1,24,23,8,10,10,9,8,0,7,8,6,7,8,3,2
1,0.27,1,27,23,8,10,10,9,8,0,9,8,7,7,7,5,1
1,0.74,0,24,26,7,8,9,9,9,0,3,4,4,3,3,4,2
1,0.41,0,27,26,7,8,9,9,9,1,5,9,8,9,7,9,2
1,0.34,1,24,27,5,10,9,9,10,0,5,5,7,5,5,5,2
1,-0.03,1,27,27,5,10,9,9,10,1,7,7,9,8,8,4,2
1,-0.43,1,24,26,7,10,7,10,10,0,3,9,9,4,7,6,2
1,0.01,1,27,26,7,10,7,10,10,1,6,5,9,4,6,5,1
1,-0.29,1,24,24,7,6,3,10,10,0,2,6,4,5,4,4,2
1,0.07,1,27,24,7,6,3,10,10,1,6,7,7,5,6,6,2
1,0.09,1,27,26,7,7,6,9,6,1,7,8,7,7,4,7,2
1,-0.22,0,24,25,10,10,10,10,10,0,5,8,8,7,9,0,2
1,0.6,0,27,25,10,10,10,10,10,1,8,8,9,10,8,9,2
1,0.41,0,24,27,7,9,7,9,9,1,4,3,6,7,6,5,2
1,-0.21,0,27,27,7,9,7,9,9,1,7,8,8,8,5,5,2
1,-0.23,1,24,27,4,9,7,9,4,0,7,4,4,4,7,2,2
1,0.03,1,27,27,4,9,7,9,4,0,6,3,8,3,3,2,2
1,0.3,1,24,28,7,8,7,9,6,1,7,7,7,8,6,7,2
1,0.22,1,27,28,7,8,7,9,6,1,6,8,6,7,6,5,2
1,0.19,1,24,32,8,10,8,8,8,0,5,8,7,7,6,7,2
1,0.44,1,27,32,8,10,8,8,8,0,7,6,7,7,7,8,2
1,-0.18,0,24,28,5,9,7,6,7,0,6,4,5,5,3,4,2
1,-0.27,0,27,28,5,9,7,6,7,1,6,7,7,7,6,6,2
1,-0.07,1,24,23,10,10,10,10,10,0,4,5,5,4,5,4,2
1,-0.04,1,27,23,10,10,10,10,10,0,6,7,7,8,6,6,2
1,0.57,1,24,26,7,10,8,10,10,0,4,6,6,5,5,5,2
1,-0.12,1,27,26,7,10,8,10,10,1,6,4,8,8,5,6,2
1,-0.05,0,24,24,5,8,4,7,8,0,6,7,6,4,6,5,2
1,0.26,0,27,24,5,8,4,7,8,1,6,6,6,7,6,5,2
1,0.33,1,24,28,8,7,5,10,10,0,1,5,5,3,5,3,2
1,0.49,1,27,28,8,7,5,10,10,1,8,9,7,9,5,5,2
1,-0.02,1,24,42,6,6,6,6,6,0,3,5,5,2,2,2,2
1,-0.43,1,27,42,6,6,6,6,6,1,8,7,7,7,6,5,2
1,-0.28,0,24,30,8,8,8,9,3,0,5,4,6,5,6,4,2
1,0.17,0,27,30,8,8,8,9,3,1,6,8,8,8,4,6,2
1,-0.44,1,24,31,8,8,8,8,6,0,5,5,5,4,3,5,2
1,0.29,1,27,31,8,8,8,8,6,1,7,8,8,8,6,7,2
0,0.43,0,27,22,7,7,8,8,10,0,4,8,9,7,8,2,0
0,0.46,0,28,22,7,7,8,8,10,1,7,8,8,7,9,5,0
0,0.33,1,27,23,6,9,9,8,9,1,6,6,6,5,5,5,0
0,0.01,1,28,23,6,9,9,8,9,0,6,7,7,6,7,6,0
0,0.06,0,27,24,7,9,10,8,8,1,6,7,8,6,7,5,0
0,0.07,0,28,24,7,9,10,8,8,1,7,7,7,9,9,9,0
0,0.38,1,27,34,8,10,7,8,8,0,4,2,4,2,1,0,0
0,0.28,1,27,27,10,9,10,9,8,1,8,8,9,8,9,7,0
0,0.18,1,28,27,10,9,10,9,8,1,8,9,9,8,9,8,0
0,0.28,1,27,34,7,9,7,9,4,1,7,9,9,6,6,8,0
0,0.66,1,28,34,7,9,7,9,4,0,7,6,6,7,8,7,0
0,0.09,0,27,26,3,8,5,3,6,1,7,7,7,7,5,7,0
0,-0.31,0,28,26,3,8,5,3,6,1,7,7,6,6,5,5,0
0,0.51,0,27,29,8,10,8,8,8,1,5,6,8,7,6,6,0
0,0,0,28,29,8,10,8,8,8,0,5,7,8,6,7,5,0
0,0.31,0,27,26,7,9,7,8,4,1,4,6,7,3,2,7,0
0,0.19,0,28,26,7,9,7,8,4,1,3,6,6,5,9,5,0
1,0.46,0,22,28,7,10,7,10,10,0,6,8,9,8,9,3,0
1,0.01,1,23,28,7,10,7,10,10,1,9,9,7,8,8,5,0
1,0.43,1,23,32,5,7,6,8,7,0,7,6,6,5,4,4,0
1,-0.2,0,22,25,5,10,2,8,4,1,3,7,5,5,4,4,0
1,-0.63,0,23,25,5,10,2,8,4,1,8,7,7,7,2,3,0
1,0.23,1,22,27,5,6,8,8,8,0,5,7,8,6,7,3,0
1,0.04,0,23,27,5,6,8,8,8,1,7,8,6,8,6,4,0
1,0.3,1,22,33,7,9,7,10,7,1,9,9,8,9,7,9,0
1,0.31,0,23,33,7,9,7,10,7,1,9,8,9,9,6,7,0
1,0.66,1,22,25,10,9,9,10,10,0,5,10,6,7,7,4,0
1,0.65,0,23,25,10,9,9,10,10,1,9,10,7,9,7,7,0
0,0.37,0,29,28,9,9,9,9,10,1,6,6,7,6,5,2,0
0,0.47,1,24,28,9,9,9,9,10,1,4,5,6,6,6,6,0
0,0.43,0,29,33,8,10,9,8,7,0,5,6,7,6,7,5,0
0,0.5,0,24,33,8,10,9,8,7,1,6,7,7,7,7,8,0
0,0.62,1,29,22,8,7,8,10,8,0,6,6,6,2,5,2,0
0,0.33,0,24,22,8,7,8,10,8,0,4,3,3,3,4,2,0
0,0.19,0,29,26,6,8,6,7,6,0,6,7,6,6,6,6,0
0,0.28,0,24,26,6,8,6,7,6,0,6,6,6,6,6,6,0
0,0.55,0,29,24,6,9,6,8,6,0,7,7,6,5,5,5,0
0,0.66,0,24,24,6,9,6,8,6,0,6,7,6,5,6,4,0
0,0.64,1,29,24,7,9,7,9,10,0,5,7,8,6,8,0,0
0,0.46,0,24,24,7,9,7,9,10,0,5,7,7,7,7,2,0
0,0.18,0,29,25,6,10,8,9,5,0,5,3,9,4,4,3,0
0,0.39,1,29,25,7,9,8,8,9,1,7,8,9,6,7,4,0
0,0.19,0,24,25,7,9,8,8,9,0,5,6,7,5,5,3,0
0,0.53,0,29,27,6,9,7,9,6,0,5,7,8,5,8,7,0
0,0.34,0,29,26,5,8,7,7,8,0,6,8,8,6,5,7,0
0,0.39,0,24,26,5,8,7,7,8,0,5,6,7,6,6,6,0
0,0.19,1,29,29,6,10,5,9,3,1,9,9,9,9,8,7,0
0,0.09,0,24,29,6,10,5,9,3,0,7,7,8,7,8,4,0
0,0.39,0,29,26,8,8,8,8,5,1,8,10,10,9,10,5,0
0,0.72,0,24,26,8,8,8,8,5,1,8,9,8,7,8,5,0
0,0.32,1,29,26,8,7,8,9,5,0,3,6,6,5,6,3,0
0,0.14,0,24,26,8,7,8,9,5,1,6,8,8,8,7,6,0
0,0.23,1,29,32,7,9,7,10,10,1,6,6,6,4,4,9,0
0,0.52,0,24,32,7,9,7,10,10,0,5,6,6,4,4,3,0
0,0.55,1,29,28,8,8,7,7,4,0,5,8,9,4,8,2,0
0,0.03,0,24,28,8,8,7,7,4,0,4,4,6,4,4,1,0
0,-0.08,0,29,26,7,6,5,7,7,0,4,5,6,5,5,5,0
0,0.1,0,24,26,7,6,5,7,7,0,4,6,5,5,5,4,0
0,-0.22,1,24,24,9,9,8,9,9,1,8,7,7,8,8,8,0
0,0.43,1,29,24,8,8,6,8,7,0,6,8,8,6,9,8,0
0,0.53,0,24,24,8,8,6,8,7,1,8,8,7,7,6,7,0
0,0.34,0,29,23,5,4,7,8,6,1,5,6,6,4,5,6,1
0,0.13,0,24,23,5,4,7,8,6,0,4,5,5,5,5,4,0
0,0.37,1,29,23,9,10,10,9,10,0,6,6,7,5,5,6,0
0,0.29,0,24,23,9,10,10,9,10,0,5,4,4,5,5,6,0
0,0.41,1,29,25,9,10,10,9,10,0,4,4,7,6,7,6,0
0,0.6,0,24,25,9,10,10,9,10,0,4,6,7,8,9,8,0
1,0.37,0,28,29,7,10,5,7,7,0,4,8,8,7,6,3,0
1,0.43,0,33,29,7,10,5,7,7,0,1,7,8,5,7,4,0
1,0.47,1,28,24,7,7,10,9,9,1,7,9,8,9,8,7,0
1,0.5,0,33,24,7,7,10,9,9,1,5,6,8,7,7,8,0
1,0.38,0,28,21,10,7,6,10,10,1,7,8,8,6,6,7,0
1,0.29,0,33,21,10,7,6,10,10,1,6,6,7,5,6,7,0
1,0.34,0,28,26,7,6,7,10,8,1,6,9,8,7,9,8,0
1,0.58,0,33,26,7,6,7,10,8,0,4,7,7,2,6,3,0
1,0.64,0,28,32,8,8,8,8,8,1,7,7,8,7,8,8,0
1,0.68,0,33,32,8,8,8,8,8,0,5,7,7,5,8,3,0
1,-0.09,0,28,25,8,9,6,10,7,0,6.5,8,9,10,8,4,0
1,0.27,0,33,25,8,9,6,10,7,0,4,7,7,4,6,4,0
1,0.45,0,28,25,5,9,5,8,6,0,7,8,7,7,8,5,0
1,0.49,0,33,25,5,9,5,8,6,0,2,7,7,3,7,2,0
1,0.53,0,28,27,7,8,6,8,5,1,10,8,8,8,5,5,0
1,0.6,0,33,27,7,8,6,8,5,0,3,6,8,4,5,4,0
1,-0.15,0,28,23,7,9,9,7,10,1,7,7,7,7,8,7,0
1,-0.02,0,28,27,9,9,9,9,9,1,9,9,9,9,9,9,0
1,-0.29,1,33,27,9,9,9,9,9,0,3,3,3,6,6,1,0
1,0.11,0,28,24,8,10,10,10,8,1,5,5,5,5,4,4,0
1,0.01,0,33,24,8,10,10,10,8,1,5,5,5,4,4,4,0
1,0.34,0,28,27,5,8,7,8,7,0,4,6,5,8,5,5,0
1,0.29,0,33,27,5,8,7,8,7,0,3,6,6,4,4,5,0
1,0.09,0,28,28,4,9,10,8,8,0,7,6,6,5,7,2,0
1,0.13,1,33,28,4,9,10,8,8,0,2,3,6,2,6,2,0
1,0.31,0,28,34,5,4,5,10,9,0,8,7,6,5,4,4,0
1,0.4,0,33,34,5,4,5,10,9,0,2,5,6,5,5,4,0
1,-0.16,0,28,27,6,9,7,9,9,1,6,10,8,9,8,7,0
1,0.09,1,33,27,6,9,7,9,9,1,5,9,8,7,6,6,0
1,0.11,0,28,28,8,10,8,10,10,0,6,10,6,6,6,5,0
1,-0.04,0,33,28,8,10,8,10,10,1,4,10,8,6,7,7,0
1,0.47,1,28,28,7,10,9,9,9,1,8,8,7,8,7,8,0
1,0.38,0,33,28,7,10,9,9,9,0,4,6,7,6,5,8,0
0,0.03,1,27,30,9,10,7,9,7,0,4,9,9,6,8,6,0
0,0.46,0,32,30,9,10,7,9,7,0,7,9,8,9,7,7,0
0,0.01,0,27,28,8,9,6,10,9,0,5,5,6,3,3,4,0
0,0.53,1,32,28,8,9,6,10,9,0,7,8,9,3,5,5,0
0,0.38,0,27,21,8,10,9,8,9,1,5,10,8,7,8,8,0
0,0.53,1,32,21,8,10,9,8,9,1,7,8,8,8,8,8,0
0,0.31,0,27,22,7,10,9,10,10,0,6,8,8,6,8,6,0
0,0.65,1,32,22,7,10,9,10,10,1,7,9,9,6,7,5,0
0,0.03,1,27,24,6,9,9,8,9,0,8,9,10,10,10,5,0
0,0.76,0,32,24,6,9,9,8,9,0,7,8,8,7,7,7,0
0,0.24,0,27,35,8,9,9,9,10,0,6,10,10,9,10,8,1
0,0.73,1,32,35,8,9,9,9,10,1,10,10,10,10,9,9,0
0,0.31,0,27,34,9,9,8,9,8,0,5,6,8,2,9,2,0
0,0.65,1,32,34,9,9,8,9,8,1,6,7,10,5,10,6,0
0,0.43,0,27,33,8,10,9,8,6,0,4,6,7,5,8,6,0
0,0.59,1,32,33,8,10,9,8,6,0,7,8,8,8,8,7,0
0,0.11,0,27,28,6,10,10,8,8,0,2,8,9,1,8,0,0
0,0.36,1,32,28,6,10,10,8,8,0,6,7,8,8,7,4,0
0,0.19,1,27,29,7,9,8,9,5,0,5,8,8,7,7,6,1
0,0.46,0,32,29,7,9,8,9,5,1,7,9,9,8,2,7,0
0,0.39,1,27,22,6,9,8,8,8,0,9,9,9,9,8,9,1
0,-0.22,0,32,22,6,9,8,8,8,1,8,9,8,9,8,6,0
0,0.4,1,27,27,5,8,7,8,8,0,3,6,7,5,5,4,0
0,0.34,0,32,27,5,8,7,8,8,0,4,7,6,7,5,5,0
1,0.03,1,30,27,7,10,8,8,7,1,9,9,9,8,7,8,0
1,0.44,0,30,27,7,10,8,8,7,1,8,9,8,8,7,7,0
1,0.21,0,30,25,7,6,8,7,4,0,7,7,8,6,7,5,0
1,0.16,1,30,25,7,6,8,7,4,0,6,7,7,5,6,4,0
1,0.19,0,30,29,9,9,10,9,3,0,4,5,5,5,7,8,0
1,0.17,0,30,23,8,7,7,9,9,1,8,8,8,7,8,8,0
1,0.33,1,30,23,8,7,7,9,9,0,5,6,6,3,4,2,0
1,0.26,0,30,27,7,8,8,8,6,0,6,5,6,7,8,8,0
1,0.27,0,30,32,8,8,8,9,7,1,7,7,6,6,6,6,0
1,0.42,0,30,32,8,8,8,9,7,0,4,6,5,5,5,4,0
1,0.5,0,30,27,6,10,6,8,7,1,9,8,10,7,7,7,0
1,0.14,1,30,27,6,10,6,8,7,1,7,7,9,7,4,3,0
1,0.2,0,30,25,6,8,7,8,9,1,7,8,9,8,7,6,0
1,0.12,1,30,25,6,8,7,8,9,0,5,6,6,6,5,3,0
1,0.5,0,30,30,7,3,8,8,5,1,8,7,9,7,7,7,0
1,0.19,1,30,30,7,3,8,8,5,0,4,7,7,4,7,4,0
1,-0.25,0,30,29,6,10,6,10,10,1,6,7,7,6,5,5,0
1,0.04,0,30,29,6,10,6,10,10,0,6,6,6,6,4,7,0
1,-0.38,0,30,26,5,10,6,9,3,1,10,9,9,8,7,8,0
1,-0.02,1,30,26,5,10,6,9,3,0,6,9,7,6,6,7,0
1,0.55,0,30,29,6,8,7,7,8,0,7,7,7,7,5,5,0
1,0.31,1,30,29,6,8,7,7,8,0,4,5,6,5,6,4,0
0,0.33,1,30,25,7,9,6,8,3,1,6,7,8,8,6,6,0
0,-0.33,0,23,25,7,9,6,8,3,1,8,7,8,7,6,6,0
0,0.04,0,30,23,9,9,9,9,8,1,1,10,10,6,5,1,0
0,-0.25,1,23,23,9,9,9,9,8,1,3,6,7,7,6,3,0
0,0.37,0,30,30,7,9,7,8,8,1,5,7,8,7,7,5,0
0,-0.05,0,23,30,7,9,7,8,8,1,7,7,7,7,5,5,0
0,0.54,0,30,29,7,7,9,8,10,0,5,10,8,8,8,2,0
0,0.7,0,30,30,7,10,8,10,10,0,6,8,8,10,8,6,0
0,0.21,1,23,30,7,10,8,10,10,1,8,8,8,8,6,8,0
0,0.11,1,30,22,8,10,9,7,9,0,3,9,8,4,6,2,0
0,0.08,0,23,22,8,10,9,7,9,1,8,9,9,8,9,7,0
0,0.31,0,30,34,7,9,9,7,4,0,4,8,8,5,6,3,0
0,0.13,1,23,34,7,9,9,7,4,1,10,8,5,7,5,4,0
1,0.34,1,34,30,5,10,6,6,10,0,7,7,7,7,7,7,1
1,0.33,1,25,30,5,10,6,6,10,1,8,10,9,7,8,8,0
1,0.47,0,34,23,7,4,7,9,9,0,6,6,7,7,5,4,0
1,-0.33,0,25,23,7,4,7,9,9,1,8,8,7,7,7,7,0
1,-0.17,1,34,29,8,7,8,8,9,0,6,7,6,6,6,6,0
1,-0.37,1,25,29,8,7,8,8,9,0,8,7,7,6,6,7,0
1,-0.06,0,25,24,8,7,9,8,8,1,8,8,8,6,8,5,0
1,0.48,0,34,25,5,9,7,7,9,0,6,8,8,8,8,1,0
1,0.49,0,25,25,5,9,7,7,9,0,6,5,4,3,4,2,0
1,0.57,0,34,28,6,6,6,6,6,1,9,9,9,7,7,6,0
1,-0.07,0,25,28,6,6,6,6,6,1,10,10,9,7,7,8,0
1,0.42,0,34,27,7,9,7,9,10,0,6,6,6,5,6,5,0
1,0.51,0,25,27,7,9,7,9,10,0,6,6,7,6,6,5,0
0,0.71,0,34,23,7,9,9,7,9,0,4,3,6,3,6,1,0
0,0.49,0,30,23,7,9,9,7,9,0,6,4,6,8,8,8,0
0,0.54,1,34,32,4,8,6,10,7,1,3,5,5,5,5,5,0
0,0.62,1,30,32,4,8,6,10,7,1,5,5,7,7,7,5,0
0,0.09,0,34,26,7,7,8,8,9,1,6,9,9,8,9,7,0
0,0.07,1,30,24,7,9,7,9,7,0,6,10,10,8,8,3,0
0,0.08,0,34,26,8,6,10,10,10,0,4,1,5,4,4,5,0
0,0.48,0,30,26,8,6,10,10,10,1,7,8,8,7,6,7,0
0,0.63,0,34,21,6,10,10,10,10,1,8,10,10,7,10,6,0
0,0.53,0,30,21,6,10,10,10,10,1,7,6,7,6,7,3,0
0,0.08,1,30,33,7,8,8,9,7,1,4,7,9,7,8,8,0
0,0.51,1,34,31,7,10,6,8,8,0,4,9,9,4,9,6,0
0,0.24,1,30,31,7,10,6,8,8,0,5,8,8,6,6,5,0
0,0.46,0,30,35,8,10,7,8,9,1,7,7,7,7,7,7,0
0,0.41,0,34,29,9,10,9,9,8,0,6,6,7,6,6,5,0
0,0.18,0,30,29,9,10,9,9,8,0,6,8,8,7,5,8,0
0,0.26,1,34,22,7,7,10,8,8,0,1,10,4,6,6,4,0
0,-0.03,1,30,22,7,7,10,8,8,1,4,10,10,10,7,10,0
0,0.64,1,30,24,6,10,8,8,8,0,5,8,9,8,8,7,0
0,0.53,0,34,27,6,10,7,7,6,0,2,6,6,0,3,0,0
0,0.07,0,30,27,6,10,7,7,6,0,3,7,7,4,5,3,0
0,0.23,0,34,26,8,7,8,8,7,0,6,7,8,6,8,6,0
0,0.41,0,30,26,8,7,8,8,7,0,6,8,7,7,7,6,0
0,0.08,0,34,24,8,10,8,8,8,0,4,4,5,2,6,2,0
0,0.15,0,30,24,8,10,8,8,8,0,5,6,6,5,5,5,0
1,0.71,0,23,34,7,7,5,7,9,0,7,8,9,7,7,1,0
1,0.49,0,23,30,7,7,9,8,8,1,8,8,8,8,8,8,0
1,0.31,0,33,30,7,7,9,8,8,0,6,7,7,7,7,7,0
1,0.21,1,23,23,5,7,8,8,3,1,6,7,7,6,5,5,0
1,0.15,0,33,23,5,7,8,8,3,1,6,8,8,7,8,6,0
1,-0.21,0,23,27,8,8,8,9,9,1,8,9,8,9,8,8,0
1,0,1,33,27,8,8,8,9,9,0,6,7,7,9,8,7,0
1,0.45,0,23,30,8,2,9,9,9,1,6,7,7,8,6,8,0
1,0.03,0,33,30,8,2,9,9,9,0,5,5,6,7,6,4,0
1,0.55,0,23,27,6,8,9,8,10,1,9,8,8,8,7,9,0
1,0.06,0,33,27,6,8,9,8,10,0,7,6,6,6,6,6,0
1,-0.16,0,23,27,7,7,8,7,5,0,6,8,7,7,6,7,0
1,0.01,0,33,27,7,7,8,7,5,1,7,6,6,9,8,7,0
1,0.56,0,23,24,6,8,8,8,7,1,8,7,8,8,7,8,0
1,0.53,0,33,24,6,8,8,8,7,0,7,8,8,8,7,6,0
1,0.05,0,33,25,6,9,9,10,7,1,10,8,7,5,5,6,0
1,-0.14,0,23,28,8,6,9,9,9,0,6,9,7,7,5,3,0
1,-0.07,0,33,28,8,6,9,9,9,0,5,5,6,4,3,3,0
1,-0.23,0,23,27,10,8,10,10,10,1,8,7,7,7,4,5,0
1,-0.52,0,33,27,10,8,10,10,10,0,6,10,9,5,5,5,0
