gender,int_corr,samerace,age_p,age_s,attrs,sincs,funs,intels,ambs,decision,attrp,sincp,intelp,funp,ambp,sharep,metp
1,-0.13,0,23,29,9,8,9,9,9,0,8,7,9,8,8,8,0
1,-0.15,1,23,30,6,7,6,7,7,0,7,6,6,5,5,5,0
1,-0.07,0,33,30,6,7,6,7,7,0,5,5,6,4,5,5,0
1,-0.13,0,23,27,8,9,9,8,9,0,4,7,7,7,5,3,0
1,0.38,0,33,27,8,9,9,8,9,0,3,6,6,5,5,3,0
1,0.5,1,23,25,6,10,8,9,10,0,8,9,7,7,7,7,0
1,0.41,0,33,25,6,10,8,9,10,0,6,9,8,7,9,8,0
1,-0.23,1,23,26,7,8,8,7,7,0,8,8,8,8,7,6,0
1,-0.01,0,33,26,7,8,8,7,7,0,5,5,5,5,8,4,0
1,-0.2,0,23,29,6,7,7,9,7,0,6,7,6,5,10,4,0
1,0.04,0,33,29,6,7,7,9,7,0,4,6,6,5,8,3,0
0,0.36,1,24,38,6,9,6,8,9,0,7,9,9,7,8,8,2
0,0.22,1,29,38,6,9,6,8,9,0,7,7,7,7,7,7,1
0,0.41,0,24,33,4,7,9,9,9,1,4,7,7,5,7,7,2
0,-0.38,0,29,33,4,7,9,9,9,1,8,8,7,7,7,7,2
0,0.02,1,24,24,7,7,10,9,8,0,5,8,9,4,9,3,2
0,0.29,1,29,24,7,7,10,9,8,0,8,7,8,8,6,6,2
0,-0.12,1,24,28,7,7,7,7,10,0,5,5,5,5,5,5,2
0,0.15,1,29,28,7,7,7,7,10,0,6,6,6,10,6,8,2
0,0.53,1,24,23,8,8,9,8,9,0,7,10,10,4,10,4,2
0,0.11,1,29,23,8,8,9,8,9,1,10,10,10,10,7,6,2
0,0.47,1,29,25,8,8,6,8,6,1,8,5,8,10,8,5,2
0,0.26,1,24,25,8,8,8,8,8,0,7,8,8,7,8,7,2
0,0.01,1,29,25,8,8,8,8,8,1,8,9,9,9,9,8,2
0,0.35,1,24,24,8,8,7,8,8,0,4,8,8,6,8,6,2
0,-0.16,1,29,24,8,8,7,8,8,0,5,6,6,6,6,6,2
0,0.35,1,24,28,8,9,9,9,7,0,5,9,5,3,6,3,2
0,0.26,1,29,28,8,9,9,9,7,0,7,6,6,6,6,4,2
0,0.29,1,24,26,4,7,7,8,7,0,2,2,2,2,5,2,2
0,0.4,1,29,26,4,7,7,8,7,1,8,8,9,10,9,6,2
0,0.08,1,24,22,7,9,8,8,8,1,8,8,8,8,7,7,2
0,0.36,1,29,22,7,9,8,8,8,1,7,8,8,7,6,6,2
0,0.1,1,24,24,9,8,7,7,7,0,5,8,8,7,7,7,2
0,0.45,1,29,24,9,8,7,7,7,1,8,9,7,8,6,8,2
0,0.28,1,24,33,8,8,7,9,7,0,4,6,6,6,6,7,2
0,-0.11,0,24,25,8,10,10,10,8,1,7,8,9,6,8,7,2
0,0.31,0,29,25,8,10,10,10,8,1,8,9,8,9,9,5,2
1,0.36,1,38,24,7,7,7,10,9,1,8,8,8,9,9,7,2
1,0.41,0,33,24,7,7,7,10,9,0,6,8,8,7,7,7,2
1,0.35,1,38,26,7,10,6,8,7,1,4,5,7,7,6,10,2
1,0.18,0,33,26,7,10,6,8,7,0,5,4,8,6,7,6,2
1,0.3,0,33,31,8,5,7,10,5,0,2,6,7,6,5,6,2
1,0.14,0,38,29,6,8,7,10,9,1,6,8,6,7,7,7,2
1,-0.14,0,33,29,6,8,7,10,9,0,6,7,7,6,7,4,2
1,-0.16,0,33,23,6,9,7,8,8,0,5,5,6,5,6,5,2
1,0.24,0,38,30,8,8,10,9,10,0,6,10,10,7,10,2,2
1,0.27,1,33,30,8,8,10,9,10,0,5,10,10,10,10,10,2
1,0.13,0,33,27,6,7,8,8,9,1,7,7,7,7,5,5,2
1,0.72,1,38,24,7,9,8,7,8,0,7,6,7,6,9,8,2
1,0.39,0,33,24,7,9,8,7,8,0,6,7,7,6,7,10,1
1,0.45,0,38,24,8,7,10,8,9,1,7,6,8,7,7,6,2
1,0.29,0,33,24,8,7,10,8,9,0,8,9,9,9,8,7,2
1,0.19,1,38,23,7,9,8,9,8,0,6,6,8,5,9,4,2
1,0.08,0,33,23,7,9,8,9,8,1,7,9,9,8,7,5,2
1,-0.25,1,38,27,7,10,6,10,10,1,7,7,10,9,10,5,2
1,-0.26,0,33,27,7,10,6,10,10,0,6,10,10,5,8,5,2
1,0.24,1,38,34,8,6,9,7,5,0,7,10,9,8,8,7,2
1,0.51,0,33,34,8,6,9,7,5,0,7,9,10,5,9,5,2
1,-0.03,1,38,27,7,7,8,8,8,0,7,8,9,8,7,8,2
1,0.23,0,33,27,7,7,8,8,8,1,8,7,8,8,8,7,2
1,0.2,1,38,26,7,9,7,8,6,0,7,7,7,6,8,7,2
1,0.62,0,33,26,7,9,7,8,6,0,5,7,6,5,5,6,2
1,0.53,1,38,31,7,8,4,10,8,1,5,5,5,5,5,5,2
1,0.16,0,33,31,7,8,4,10,8,1,5,5,5,5,5,5,2
0,0.71,1,26,29,7,8,4,8,8,1,6,7,7,6,8,6,2
0,0.58,1,30,29,7,8,4,8,8,0,6,8,7,4,8,5,2
0,0.44,0,26,25,7,9,7,8,5,0,7,8,8,7,8,6,2
0,0.23,0,30,25,7,9,7,8,5,0,6,8,7,6,5,6,2
0,0.4,1,26,28,9,8,5,9,3,1,4,7,6,6,5,8,2
0,0.72,1,26,22,8,9,7,10,7,1,10,10,10,9,10,10,2
0,0.51,1,30,22,8,9,7,10,7,0,5,9,8,6,6,2,2
0,0.13,0,26,25,7,7,6,6,6,1,6,9,8,8,9,1,2
1,0.47,0,25,26,8,10,8,8,8,1,9,9,9,8,9,8,2
1,0.71,1,29,26,8,10,8,8,8,1,8,9,8,8,8,9,2
1,0.34,0,25,30,7,9,8,9,9,1,6,8,7,7,6,7,2
1,0.58,1,29,30,7,9,8,9,9,0,6,9,6,6,6,4,2
1,-0.13,0,25,24,7,7,7,7,7,1,9,8,7,8,9,8,2
1,-0.55,0,29,24,7,7,7,7,7,0,6,7,8,7,8,8,2
1,0.42,0,25,28,6,9,6,9,9,1,5,8,9,8,7,6,2
1,0.15,1,29,28,6,9,6,9,9,0,5,7,8,5,6,5,2
1,0.55,0,25,24,8,8,8,10,9,1,8,6,5,8,5,8,2
1,0.42,1,29,24,8,8,8,10,9,0,3,8,5,4,2,7,2
1,0.51,0,25,28,7,10,8,7,9,0,5,7,8,6,8,5,2
1,0.67,1,29,28,7,10,8,7,9,0,4,8,8,5,7,4,2
1,0.52,0,25,27,8,8,9,9,8,1,8,8,8,9,9,6,2
1,0.33,1,29,27,8,8,9,9,8,0,5,9,9,7,7,4,2
0,0.59,0,21,22,5,8,8,5,8,0,8,7,9,9,8,5,2
0,-0.41,0,24,22,5,8,8,5,8,0,5,9,9,8,7,3,2
0,0.45,0,21,27,7,10,7,9,10,0,7,8,9,7,9,3,2
0,-0.46,0,24,27,7,10,7,9,10,0,8,8,8,7,7,2,2
0,0.03,1,21,28,7,8,8,8,8,1,9,10,10,8,10,8,2
0,0.15,1,24,28,7,8,8,8,8,1,4,6,9,6,9,7,2
0,0.11,0,21,30,8,6,7,8,5,0,8,7,7,5,5,7,2
0,-0.11,0,24,30,8,6,7,8,5,0,6,4,4,5,3,7,2
0,0.18,1,21,27,7,7,8,6,4,0,8,6,6,8,7,7,2
0,-0.11,1,24,27,7,7,8,6,4,0,7,6,6,6,5,6,2
0,0.1,0,21,22,7,9,9,9,9,1,10,10,10,10,10,10,1
0,0.01,0,24,22,7,9,9,9,9,1,8,10,7,10,9,10,2
0,0.53,1,21,23,9,8,10,7,6,1,10,10,10,10,10,10,1
0,-0.05,1,24,23,9,8,10,7,6,1,10,10,10,10,10,10,1
0,0.22,1,21,23,7,9,9,9,8,1,10,9,10,10,10,9,2
0,0.14,1,21,23,7,8,7,7,7,1,6,4,8,8,4,5,2
0,0.4,1,24,23,7,8,7,7,7,0,5,4,5,6,6,6,2
1,0.59,0,22,21,8,8,9,9,9,0,5,8,7,7,8,5,2
1,0.45,0,27,21,8,8,9,9,9,0,4,4,7,4,8,2,2
1,-0.41,0,22,24,8,7,8,9,8,1,7,9,9,8,7,7,2
1,-0.46,0,27,24,8,7,8,9,8,1,8,7,8,6,10,5,2
1,0.15,0,22,25,7,9,8,8,9,1,5,7,3,3,3,0,2
1,-0.06,0,27,25,7,9,8,8,9,1,6,3,5,4,5,1,2
1,0.38,0,22,27,7,10,9,7,7,1,6,7,7,7,6,4,2
1,0.14,0,27,27,7,10,9,7,7,0,5,5,6,4,7,4,2
1,-0.03,0,27,26,8,7,9,8,7,0,6,6,7,2,9,5,2
1,0.14,0,22,28,6,8,9,7,5,1,7,8,8,8,8,7,2
1,0.25,0,27,28,6,8,9,7,5,1,7,8,8,7,6,7,2
1,0.49,1,22,26,6,10,6,7,4,0,5,7,7,5,4,4,2
1,0.11,1,27,26,6,10,6,7,4,0,2,6,4,3,4,5,2
1,-0.42,0,22,22,8,9,8,9,10,1,8,8,8,6,5,7,2
1,0.03,0,27,22,8,9,8,9,10,1,5,6,8,4,8,4,2
1,0.17,0,22,23,7,10,10,10,8,1,10,7,8,7,8,5,2
1,0.31,0,27,23,7,10,10,10,8,0,4,4,6,2,9,3,2
1,0.01,0,22,25,9,6,7,10,10,1,7,7,7,7,5,8,2
1,0.06,0,27,25,9,6,7,10,10,0,7,6,6,5,9,3,2
1,0.17,1,22,30,2,4,4,4,4,1,6,5,5,5,5,4,2
1,-0.01,1,27,30,2,4,4,4,4,1,6,5,5,5,5,4,2
1,0.21,1,22,29,7,8,7,10,8,1,6,8,7,6,6,6,2
1,-0.2,1,27,29,7,8,7,10,8,1,8,9,7,8,6,7,2
1,0,1,22,27,5,6,7,8,5,0,5,4,5,5,5,5,2
1,0.19,1,27,27,5,6,7,8,5,1,6,5,5,5,5,6,2
0,0.6,1,33,27,8,9,9,9,7,1,9,9,9,9,9,9,0
0,0.03,0,27,27,8,9,9,9,7,0,7,9,7,7,9,2,0
0,0.25,0,33,24,7,9,9,8,8,1,7,7,8,8,8,7,0
0,-0.31,0,27,24,7,9,9,8,8,0,5,7,7,6,7,7,0
0,0.19,0,33,29,8,8,6,7,7,1,8,8,7,7,7,6,0
0,-0.24,0,27,29,8,8,6,7,7,0,4,4,6,4,6,4,0
0,0.5,0,33,55,7,6,7,8,3,1,8,7,8,7,5,8,0
0,-0.11,0,27,55,7,6,7,8,3,0,5,6,7,6,7,4,0
0,0.02,0,33,29,10,10,9,10,10,1,5,10,8,8,6,5,0
0,-0.11,0,27,29,10,10,9,10,10,1,5,10,10,10,8,6,0
0,0.2,0,33,26,5,5,5,5,8,0,5,10,8,2,5,2,0
0,-0.34,0,27,26,5,5,5,5,8,0,1,5,5,1,5,1,0
1,0.6,1,27,33,8,8,7,9,7,0,5,10,8,8,7,7,0
1,0.25,0,24,33,8,8,7,9,7,0,8,9,10,10,8,7,0
1,0.03,0,27,27,6,8,9,8,7,1,6,6,6,7,6,6,0
1,-0.31,0,24,27,6,8,9,8,7,0,5,5,7,6,6,7,0
1,0.13,0,27,33,4,9,6,8,2,1,6,7,7,6,8,4,0
1,-0.09,1,24,33,4,9,6,8,2,0,6,10,7,6,6,5,0
1,-0.09,0,27,23,6,7,7,8,7,0,4,6,4,6,5,4,0
1,-0.22,1,24,23,6,7,7,8,7,0,4,7,6,6,5,8,0
1,-0.03,0,27,33,5,8,8,9,10,0,8,8,8,6,5,5,0
1,-0.24,1,24,33,5,8,8,9,10,0,6,9,8,5,8,6,0
0,0.7,1,23,24,7,9,7,8,8,0,5,7,5.5,4,4,3,0
0,0.65,1,23,24,8,8,8,8,8,1,8,10,10,9,8,7,0
0,0.12,1,30,24,8,8,8,8,8,1,8,10,10,9,10,8,0
0,0.53,0,23,25,8,9,6,8,8,0,5,7,6,4,5,5,0
0,0.17,0,30,25,8,9,6,8,8,1,5,8,8,8,8,7,0
0,0.67,0,23,29,4,9,5,8,6,0,3,4,5,4,2,3,0
0,0.15,0,30,29,4,9,5,8,6,1,2,8,9,7,6,6,0
0,0.46,0,23,30,7,8,8,9,9,0,4,3,4,3,4,2,0
0,0.11,0,30,30,7,8,8,9,9,0,5,6,7,5,6,4,0
0,0.6,0,23,25,8,10,10,8,9,1,8,7,7,7,5,6,0
0,0.36,0,30,25,8,10,10,8,9,1,5,7,7,9,9,10,0
0,0.54,0,23,34,7,9,8,10,7,0,10,9,8,8,8,8,0
0,0.14,0,30,34,7,9,8,10,7,1,10,8,8,10,8,8,0
0,0.22,0,30,30,9,9,10,8,7,0,7,6,8,5,8,5,0
0,0.66,0,23,27,5,8,5,7,7,0,6,8,7,3,3,6,0
0,0.41,1,23,25,7,9,5,7,6,0,7,4,5,3,4,3,0
0,0.08,1,30,25,7,9,5,7,6,0,6,7,7,6,8,5,0
0,0.35,0,23,27,6,8,7,7,7,0,6,6,6,5,6,7,0
0,0.51,0,30,27,6,8,7,7,7,1,6,6,7,8,7,7,0
0,0.4,1,23,26,7,8,9,8,7,0,7,8,8,7,7,7,0
0,0.38,1,30,26,7,8,9,8,7,0,7,6,6,6,9,8,0
0,0.23,1,23,27,8,8,8,8,8,0,6,8,6,4,5,3,0
0,0.44,1,30,27,8,8,8,8,8,1,5,8,8,6,8,2,0
0,0.45,1,23,26,8,9,10,8,7,0,5,5,5,5,5,5,0
0,0.36,1,30,26,8,9,10,8,7,1,7,7,7,7,8,9,0
1,0.7,1,24,23,8,7,8,9,5,0,5,7,7,6,6,4,0
1,0.65,1,24,23,8,7,8,9,5,1,8,8,7,8,6,7,0
1,0.14,1,24,30,7,10,9,8,8,0,7,6,7,6,8,6,0
1,0.12,1,24,30,7,10,9,8,8,1,8,6,6,6,8,6,0
1,0.74,1,24,28,8,10,10,10,10,0,7,10,9,9,6,3,0
1,0.83,1,24,28,8,10,10,10,10,0,7,8,9,9,7,9,0
1,0.36,0,24,29,8,8,7,8,7,1,9,10,10,9,10,8,0
1,-0.09,0,24,29,8,8,7,8,7,1,9,10,10,10,10,9,0
1,0.4,0,24,32,7,10,8,9,9,1,7,8,7,9,6,7,0
1,0.59,0,24,32,7,10,8,9,9,0,9,7,7,4,8,6,0
1,0.46,0,24,24,7,9,6,8,5,1,7,6,8,5,7,2,0
1,0.24,0,24,24,7,9,6,8,5,0,8,5,5,5,9,2,0
1,0.31,0,24,29,5,10,7,10,8,1,8,8,8,8,8,8,0
1,0.49,0,24,29,5,10,7,10,8,1,8,8,8,8,8,8,0
1,-0.03,1,24,28,6,8,8,9,10,1,8,6,8,8,6,5,0
1,0.06,1,24,28,6,8,8,9,10,1,8,9,8,7,8,7,0
1,0.43,1,24,29,3,7,6,8,6,1,7,9,8,7,6,8,0
1,0.35,0,24,29,7,7,7,7,7,1,7,6,7,7,7,8,0
1,0.61,0,24,29,7,7,7,7,7,1,7,7,8,7,6,7,0
1,0.16,0,24,30,10,10,10,10,10,0,10,10,10,10,10,1,0
1,0.12,0,24,30,10,10,10,10,10,1,10,8,10,8,10,2,0
1,-0.01,0,24,20,7,7,8,8,8,0,8,7,9,6,10,10,0
1,0.25,1,24,30,9,10,10,10,7,1,9,8,7,9,7,7,0
1,0.29,1,24,30,9,10,10,10,7,0,8,8,8,7,7,7,0
1,-0.01,0,24,32,7,7,7,8,9,1,8,7,6,7,6,5,0
0,-0.16,1,26,23,5,8,6,9,8,0,4,7,7,5,7,2,0
0,0.24,0,25,23,5,8,6,9,8,0,2,4,8,5,8,5,0
0,-0.36,0,26,24,8,10,10,9,8,0,6,9,8,8,10,6,0
0,0.67,1,25,24,8,10,10,9,8,0,3,6,4,4,4,4,1
0,0.29,0,26,25,8,9,10,9,10,0,2,9,3,10,8,4,0
0,0.14,1,25,25,8,9,10,9,10,0,1,1,10,1,9,1,1
0,-0.46,0,26,26,9,10,9,10,4,0,1,10,9,10,6,1,0
0,0.65,1,25,26,9,10,9,10,4,0,1,10,10,7,10,1,1
0,-0.46,0,26,25,8,9,9,9,9,0,4,6,6,6,7,6,0
0,0.48,0,25,25,8,9,9,9,9,0,2,5,7,7,6,7,0
0,-0.4,0,26,26,8,9,8,9,9,0,6,7,7,7,6,5,0
0,0.72,1,25,26,8,9,8,9,9,0,5,8,8,7,7,6,0
1,-0.36,0,24,26,7,7,9,9,9,1,9,8,8,8,8,8,1
1,0.24,0,23,25,7,9,4,10,5,1,8,8,10,6,5,7,0
1,0.67,1,24,25,7,9,4,10,5,0,5,6,6,7,6,4,1
1,0.31,0,23,23,7,5,6,8,8,1,8,10,10,8,7,7,0
1,0.48,1,24,23,7,5,6,8,8,1,7,7,7,7,7,7,0
1,0.48,1,23,27,9,10,8,10,10,1,8,9,8,7,7,6,0
1,0.53,0,24,27,9,10,8,10,10,0,7,9,8,7,8,7,0
1,0.14,0,24,24,5,8,7,9,10,0,6,5,5,6,4,4,0
1,-0.06,0,24,24,7,8,7,8,7,0,4,7,9,5,8,5,0
1,0.13,1,23,36,7,8,8,9,8,1,6,7,6,6,6,8,0
1,-0.19,0,24,36,7,8,8,9,8,1,7,8,8,8,8,6,0
0,-0.12,1,25,28,5,6,4,8,9,0,2,8,6,5,4,4,0
0,0.17,0,25,26,7,9,6,8,4,0,6,9,10,8,6,5,0
0,0.04,0,26,26,7,9,6,8,4,0,2,8,6,2,3,2,0
0,0.26,1,25,23,8,4,10,8,8,1,6,5,7,7,5,6,0
0,-0.45,1,26,23,8,4,10,8,8,1,5,3,6,5,2,2,0
0,-0.05,0,25,23,6,8,7,6,4,0,4,7,7,4,4,4,0
0,0,0,26,23,6,8,7,6,4,0,3,9,8,2,5,2,0
0,0.21,0,25,23,8,10,8,9,7,0,5,6,6,6,6,2,0
0,-0.04,0,26,23,8,10,8,9,7,0,4,9,6,3,4,2,0
0,0.65,0,25,23,8,10,8,10,8,1,4,8,10,7,7,10,0
0,0.07,0,26,23,8,10,8,10,8,0,4,7,9,6,8,3,0
0,-0.33,1,25,27,8,9,9,8,8,0,6,7,8,7,8,6,0
0,-0.22,1,26,27,8,9,9,8,8,0,3,8,7,3,6,6,0
0,0.05,0,25,30,8,9,7,9,7,0,3,7,8,6,5,4,0
0,0,0,26,30,8,9,7,9,7,0,5,8,7,5,6,3,0
0,0.51,0,25,26,8,10,9,9,10,0,1,8,8,2,8,2,0
0,0.03,0,26,26,8,10,9,9,10,0,2,8,8,2,8,2,0
0,-0.12,0,25,28,8,9,7,8,5,0,6,7,7,5,5,3,0
0,-0.05,0,26,28,8,9,7,8,5,0,4,6,6,4,6,7,0
0,0.36,0,25,26,7,9,9,8,8,0,6,8,8,8,8,6,0
0,-0.16,0,26,26,7,9,9,8,8,0,7,9,8,5,9,3,0
0,0.33,0,25,22,7,7,7,9,8,0,5,9,9,6,7,5,0
0,0.19,0,26,22,7,7,7,9,8,0,2,9,9,3,9,3,0
0,-0.17,1,25,27,6,9,8,9,6,1,4,5,7,4,7,6,0
0,0.48,1,26,27,6,9,8,9,6,1,1,9,9,1,6,8,0
0,-0.15,1,25,25,5,9,7,8,7,1,5,9,9,7,7,5,0
0,-0.27,1,26,25,5,9,7,8,7,1,3,9,9,5,7,3,0
0,0,0,25,24,6,10,8,10,9,0,6,9,9,5,8,7,0
0,0.13,0,26,24,6,10,8,10,9,0,6,9,8,4,9,6,0
0,0.05,0,25,26,3,6,9,7,10,1,4,3,9,4,9,5,0
0,0.18,0,25,24,10,10,10,10,10,0,4,8,9,3,8,2,0
0,-0.16,0,26,24,10,10,10,10,10,0,4,7,8,3,8,2,0
0,0.34,0,25,29,9,6,8,8,8,0,1,5,8,1,8,1,0
0,0.12,0,26,29,9,6,8,8,8,0,1,5,8,1,9,1,0
0,0.42,1,25,22,6,10,9,7,5,1,4,6,5,5,6,5,0
0,-0.15,1,26,22,6,10,9,7,5,1,5,7,5,4,5,4,0
0,0.35,1,25,22,3,9,9,9,7,1,6,7,8,7,7,5,0
0,0.03,1,26,22,3,9,9,9,7,0,6,8,7,7,8,5,0
1,-0.12,1,28,25,10,10,6,10,10,1,7,10,10,10,10,8,0
1,0.17,0,26,25,10,10,6,10,10,0,10,5,5,5,7,8,0
1,0.03,1,28,26,7,9,7,8,8,1,6,7,8,6,8,8,0
1,0.04,0,26,26,7,9,7,8,8,0,6,7,7,7,5,5,0
1,0.69,0,26,26,8,9,8,9,9,1,9,9,10,9,9,7,1
1,0.11,0,28,24,7,9,8,9,5,1,6,5,4,6,6,6,0
1,0.5,0,26,24,7,9,8,9,5,1,8,9,8,9,8,9,0
1,0.39,0,28,23,6,7,6,7,5,1,6,8,8,6,7,6,0
1,0.24,0,26,23,6,7,6,7,5,1,8,7,7,8,6,6,0
1,0.84,0,28,29,7,8,8,8,8,0,6,7,6,4,8,3,0
1,0.36,0,26,29,7,8,8,8,8,1,10,8,9,9,9,9,0
1,0.36,0,28,32,7,8,9,8,8,1,7,7,9,8,7,8,0
1,0.57,0,26,32,7,8,9,8,8,1,8,5,5,8,6,5,0
1,0.58,0,28,22,8,8,9,10,10,0,1,6,5,5,4,3,0
1,0.13,0,26,22,8,8,9,10,10,1,8,6,6,5,4,7,0
1,0.1,0,28,24,5,7,6,5,7,0,6,7,6,5,3,3,0
1,0.36,0,26,24,5,7,6,5,7,1,8,10,8,9,8,7,1
1,-0.32,0,26,23,8,9,9,9,8,1,8,9,10,5,6,5,0
1,0.43,1,28,23,8,9,8,8,9,0,2,4,6,4,9,4,0
1,-0.14,0,26,23,8,9,8,8,9,0,6,7,10,7,6,6,0
1,-0.07,0,26,24,7,9,9,8,9,0,8,8,8,8,8,5,0
1,-0.04,1,28,23,7,10,10,9,8,0,6,8,7,6,7,5,0
1,-0.18,0,26,23,7,10,10,9,8,0,7,7,7,6,6,5,0
1,0.03,0,28,24,8,8,8,9,6,0,4,8,7,5,8,2,0
1,0.52,0,28,30,9,8,10,8,7,1,6,6,6,6,6,7,0
1,-0.04,0,26,30,9,8,10,8,7,1,8,8,8,8,6,8,0
1,0.58,0,28,30,7,9,8,8,8,0,5,6,7,5,7,4,0
1,0.15,0,26,30,7,9,8,8,8,0,6,6,6,6,3,2,0
1,0.23,0,28,30,10,10,10,10,10,1,5,5,7,7,7,9,0
1,0.07,0,26,30,10,10,10,10,10,1,7,7,8,6,5,4,0
1,0.43,0,28,28,7,10,8,9,9,0,1,6,6,4,6,4,0
1,0.07,0,26,28,7,10,8,9,9,1,4,8,9,9,8,7,0
1,0.65,0,28,30,7,7,7,7,7,0,7,6,7,5,7,5,0
1,0.43,0,26,30,7,7,7,7,7,1,5,5,5,4,4,5,0
1,0.62,0,28,27,7,8,3,8,5,1,5,7,8,7,8,7,0
1,0.33,0,26,27,7,8,3,8,5,1,10,9,9,7,7,8,0
1,0.68,0,28,25,8,7,6,7,7,1,7,7,9,8,9,7,0
